,Mark,Competitor,Nat,Location,Date,Results Score,Discipline
1317,27:41.48,Gilbert Kipkosgei KIPROTICH,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1161,10000m
1318,27:41.52,Stephen MUTHINI,KEN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1160,10000m
1319,27:41.81,Gulveer SINGH,IND,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1160,10000m
1320,27:41.81,Samson NDIRANGU,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1160,10000m
1321,27:41.92,Nils VOIGT,GER,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1160,10000m
1322,27:42.72,Simon BEDARD,FRA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1159,10000m
1323,27:42.81,Jonathan Muia NDIKU,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1158,10000m
1324,27:42.83,Davor Aaron BIENENFELD,GER,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1158,10000m
1325,27:42.94,Célestin NDIKUMANA,BDI,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1158,10000m
1326,27:42.99,Emmanuel BOR,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1158,10000m
1327,27:43.04,Andrew LOROT,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1158,10000m
1328,27:43.13,Nganga Joseph WAWERU,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1158,10000m
1329,27:43.45,Brian FAY,IRL,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1157,10000m
1330,27:43.57,Bedan KAROKI,KEN,"Hoshigadai Stadium, Tajimi (JPN)",05 OCT 2024,1157,10000m
1331,27:43.74,Cosmas Mwangi BOI,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1157,10000m
1332,27:43.84,Akira AKASAKI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1157,10000m
1333,27:44.72,Kibet MANGATA,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",28 SEP 2024,1155,10000m
1334,27:45.16,Dennis KIPKURUI,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",28 SEP 2024,1155,10000m
1335,27:45.85,Yuya YOSHIDA,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1154,10000m
1336,27:46.04,Yusuke TAMURA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1153,10000m
1337,27:46.55,Zakariya MAHAMED,GBR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1153,10000m
1338,27:47.38,Yuto IMAE,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1151,10000m
1339,27:47.60,Dillon MAGGARD,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1151,10000m
1340,27:47.72,Ronald KWEMOI,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1151,10000m
1341,27:47.86,Alex Chesiro MASAI,KEN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1151,10000m
1342,27:47.88,Emile HAFASHIMANA,BDI,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1151,10000m
1343,27:48.62,Samuel BARATA,POR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1149,10000m
1344,27:48.82,Filimon ABRAHAM,GER,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1149,10000m
1345,27:49.09,Kazuki TAMURA,JPN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1149,10000m
1346,27:49.30,Peter LYNCH,IRL,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1148,10000m
1347,27:49.43,Peter Mwaniki AILA,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1148,10000m
1348,27:49.86,Takashi ICHIDA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1147,10000m
1349,27:51.26,Alex PHILLIP,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1145,10000m
1350,27:51.36,Abel BEKELE,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1145,10000m
1351,27:52.02,Asahi KURODA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1144,10000m
1352,27:52.11,Yitayew ABUHAY,ISR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1144,10000m
1353,27:52.13,Ernest CHERUIYOT,KEN,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1144,10000m
1354,27:52.38,Itta TAMEIKE,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1144,10000m
1355,27:53.26,Ilias FIFA,ESP,"Estadi Municipal La Bòbila, Gavá (ESP)",02 MAR 2024,1142,10000m
1356,27:54.08,Kazuya SHIOJIRI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1141,10000m
1357,27:54.12,Yves NIMUBONA,RWA,"Stade de France, Paris (FRA)",02 AUG 2024,1141,10000m
1358,27:54.43,Naibei Kiplimo MAYEBEI,KEN,Rishon Letzion (ISR),15 FEB 2024,1140,10000m
1359,27:54.55,Jack ROWE,GBR,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1140,10000m
1360,27:54.66,Charles PHILIBERT-THIBOUTOT,CAN,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1140,10000m
1361,27:55.19,Pietro RIVA,ITA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1139,10000m
1362,27:56.82,Ryuto IGAWA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1137,10000m
1363,27:57.37,Josefu rajini REMETEIIKI,KEN,"Honjo Athletic Stadium, Kitakyushu (JPN)",18 MAY 2024,1136,10000m
1364,27:57.54,Ayumu KOBAYASHI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1136,10000m
1365,27:57.90,Casey CLINGER,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1135,10000m
1366,27:58.01,Emmanuel Korir KIPLAGAT,KEN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1135,10000m
1367,27:58.19,Kiyoto HIRABAYASHI,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1135,10000m
1368,27:58.36,Jonson MUGENI,KEN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1134,10000m
1369,27:58.79,Yamato YOSHII,JPN,"Hoshigadai Stadium, Tajimi (JPN)",05 OCT 2024,1134,10000m
1370,27:58.80,Noah SCHUTTE,NED,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1134,10000m
1371,27:59.36,Cleophas Kandie MEYAN,KEN,"Athletics Stadium, Fukagawa (JPN)",17 JUL 2024,1133,10000m
1372,28:00.09,William AMPONSAH,GHA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1132,10000m
1373,28:00.48,Yann SCHRUB,FRA,"Stadio Olimpico, Roma (ITA)",12 JUN 2024,1131,10000m
1374,28:00.90,Conner MANTZ,USA,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1130,10000m
1375,28:01.03,Mogeni Benuel MAGOMA,KEN,"Honjo Athletic Stadium, Kitakyushu (JPN)",18 MAY 2024,1130,10000m
1376,28:01.90,Kartik KUMAR,IND,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1129,10000m
1377,28:02.28,Rogers KIBET,UGA,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",28 SEP 2024,1128,10000m
1378,28:02.55,Weldon LANGAT,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1128,10000m
1379,28:02.58,Evans Kipkemei KURUI,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",27 APR 2024,1128,10000m
1380,28:02.84,Keijiro MOGI,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1127,10000m
1381,28:03.13,Itsuki HIRABAYASHI,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1127,10000m
1382,28:03.42,Wesley KIPTOO,KEN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1127,10000m
1383,28:03.44,Zerei Kbrom MEZNGI,NOR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1127,10000m
1384,28:03.60,Toru KUBOTA,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1126,10000m
1385,28:04.36,Samuel CHELANGA,USA,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1125,10000m
1386,28:04.54,Hiroki YAMANAKA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1125,10000m
1387,28:04.58,Evan JENKINS,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1125,10000m
1388,28:04.77,Wil SMITH,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1124,10000m
1389,28:04.78,Jonas RAESS,SUI,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1124,10000m
1390,28:04.89,Charles WHEELER,GBR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1124,10000m
1391,28:04.93,Victor KIMUTAI,KEN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1124,10000m
1392,28:05.02,Bukayawe MALEDE,ISR,Rishon Letzion (ISR),15 FEB 2024,1124,10000m
1393,28:05.03,Noah KIPLIMO,KEN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1124,10000m
1394,28:05.05,Andrew COLLEY,USA,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1124,10000m
1395,28:05.37,Nelson MANDELA,KEN,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2024,1124,10000m
1396,28:05.55,Kotaro KONDO,JPN,"Yanmar Stadium Nagai, Osaka (JPN)",31 MAY 2024,1123,10000m
1397,28:05.57,Loic SCOMPARIN,FRA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1123,10000m
1398,28:05.64,Patrick KAMAU,KEN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1123,10000m
1399,28:06.46,Ryo SAITO,JPN,"Honjo Athletic Stadium, Kitakyushu (JPN)",18 MAY 2024,1122,10000m
1400,28:06.71,Simon BOCH,GER,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1121,10000m
1401,28:07.37,Eduardo MENACHO,ESP,"Estadi Municipal La Bòbila, Gavá (ESP)",02 MAR 2024,1120,10000m
1402,28:07.86,Victor KIPROP,KEN,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1120,10000m
1403,28:08.26,Evans KIPLAGAT,KEN,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1119,10000m
1404,28:08.26,Hisaya HANAOKA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1119,10000m
1405,28:08.29,Kosuke ISHIDA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1119,10000m
1406,28:08.53,Yusuke NISHIYAMA,JPN,"Athletics Stadium, Fukagawa (JPN)",17 JUL 2024,1119,10000m
1407,28:08.82,Vladimir NIKITIN,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",17 AUG 2024,1118,10000m
1408,28:08.85,Zach PANNING,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1118,10000m
1409,28:09.19,Muthoni MUIRU,KEN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1118,10000m
1410,28:09.26,Afewerki ZERU,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1118,10000m
1411,28:09.28,Philemon Kiplagat RUTO,KEN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1118,10000m
1412,28:09.72,Dennis KIPRUTO,KEN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1117,10000m
1413,28:09.73,Ben PERRIN,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1117,10000m
1414,28:10.06,Adisu GUADIA,ISR,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1116,10000m
1415,28:10.29,Evans Keitany KIPTUM,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 SEP 2024,1116,10000m
1416,28:10.46,Futsum ZIENASELLASSIE,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1116,10000m
1417,28:11.16,Simon SUNDSTRÖM,SWE,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1115,10000m
1418,28:11.17,Shadrack RONO,KEN,"Prefectural Stadium, Kumagaya (JPN)",18 MAY 2024,1115,10000m
1419,28:11.20,Yudai KATAKAWA,JPN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1115,10000m
1420,28:11.30,Yuta NAKAYAMA,JPN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1114,10000m
1421,28:11.68,James KIMEU,KEN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1114,10000m
1422,28:11.79,Ishmael ARTHUR,GHA,"University of Ghana Sports Stadium, Accra (GHA)",04 JUN 2024,1114,10000m
1423,28:12.01,Hibiki YOSHIDA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1113,10000m
1424,28:12.14,Chandler GIBBENS,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1113,10000m
1425,28:12.32,Vincent Kibet YEGON,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1113,10000m
1426,28:12.41,Tom FÖRSTER,GER,"Sportpark Orsbeck, Wassenberg (GER)",04 MAY 2024,1113,10000m
1427,28:12.77,Ryota KOBAYASHI,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1112,10000m
1428,28:12.88,Denis KIPNGETICH,KEN,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1112,10000m
1429,28:12.94,Kiprono SITONIK,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 SEP 2024,1112,10000m
1430,28:13.15,Taisei KIYONO,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1112,10000m
1431,28:13.34,Shotaro ISHIHARA,JPN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1111,10000m
1432,28:13.38,Daiki OZAWA,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1111,10000m
1433,28:13.67,Riku TAMAME,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1111,10000m
1434,28:14.04,Boniface MULWA,KEN,"Prefectural Stadium, Kumagaya (JPN)",18 MAY 2024,1110,10000m
1435,28:14.34,Aidan O'GORMAN,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1110,10000m
1436,28:14.73,Hiroshi ICHIDA,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1109,10000m
1437,28:14.77,Patrick KIPROP,KEN,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1109,10000m
1438,28:14.83,Patrick MATHENGE,KEN,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2024,1109,10000m
1439,28:14.96,Valentin SOCA,URU,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1109,10000m
1440,28:15.12,Ky ROBINSON,AUS,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1109,10000m
1441,28:15.18,Hayato NOMURA,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1109,10000m
1442,28:15.42,Aidan REED,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1108,10000m
1443,28:15.45,Philip MULUWA,KEN,"Prefectural Stadium, Kumagaya (JPN)",18 MAY 2024,1108,10000m
1444,28:16.00,Suguru OSAKO,JPN,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1107,10000m
1445,28:16.20,Shogo NAKAMURA,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1107,10000m
1446,28:16.32,Rui AOKI,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1107,10000m
1447,28:16.49,Austin VANCIL,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1107,10000m
1448,28:16.67,Benard KIMELI,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 SEP 2024,1106,10000m
1449,28:16.68,Dan KIPLANGAT,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 SEP 2024,1106,10000m
1450,28:16.76,Ryuto UEHARA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1106,10000m
1451,28:17.15,Alex MAIER,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1106,10000m
1452,28:17.37,Jin YUASA,JPN,"Athletics Stadium, Shibetsu (JPN)",13 JUL 2024,1105,10000m
1453,28:17.60,Saul ACOSTA,MEX,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1105,10000m
1454,28:17.63,Takuya HANYU,JPN,"Hoshigadai Stadium, Tajimi (JPN)",05 OCT 2024,1105,10000m
1455,28:17.66,Ryan JOHNSON,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1105,10000m
1456,28:17.69,Cole SPROUT,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1105,10000m
1457,28:17.73,Yuto AKAHOSHI,JPN,"Yanmar Stadium Nagai, Osaka (JPN)",31 MAY 2024,1105,10000m
1458,28:17.75,Sodai SHIMIZU,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1105,10000m
1459,28:17.78,Christian RICKETTS,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1105,10000m
1460,28:17.90,Kazuto KAWABATA,JPN,"Yanmar Stadium Nagai, Osaka (JPN)",31 MAY 2024,1104,10000m
1461,28:17.98,Hiromichi NONAKA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1104,10000m
1462,28:17.99,Jesús RAMOS,ESP,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1104,10000m
1463,28:18.26,Shunya KIKUCHI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1104,10000m
1464,28:18.36,Josphat Ledama KISAISA,KEN,"Prefectural Stadium, Kumagaya (JPN)",18 MAY 2024,1104,10000m
1465,28:18.74,Tatsuya KIYAMA,JPN,"Athletics Stadium, Shibetsu (JPN)",13 JUL 2024,1103,10000m
1466,28:18.92,Ahmed OUHDA,ITA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1103,10000m
1467,28:19.01,Vincent CHIRCHIR,KEN,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1103,10000m
1468,28:19.43,Aarón LAS HERAS,ESP,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1102,10000m
1469,28:19.49,Artūrs Niklāvs MEDVEDS,LAT,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1102,10000m
1470,28:19.58,Chio NISHIKAWA,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1102,10000m
1471,28:19.67,Jake RITTER,USA,"Mt. Hood Community College, Gresham, OR (USA)",08 JUN 2024,1102,10000m
1472,28:19.81,Hicham OULADHA,MAR,Sale (MAR),30 JUN 2024,1101,10000m
1473,28:19.85,Tamaki FUJIMOTO,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1101,10000m
1474,28:19.86,Yuma NISHIZAWA,JPN,"Hoshigadai Stadium, Tajimi (JPN)",05 OCT 2024,1101,10000m
1475,28:20.04,Fernando CARRO,ESP,"Estadi Municipal La Bòbila, Gavá (ESP)",02 MAR 2024,1101,10000m
1476,28:20.40,Kyuma YOKOTA,JPN,"Honjo Athletic Stadium, Kitakyushu (JPN)",18 MAY 2024,1101,10000m
1477,28:20.56,Tariq Ahmed AL AMRI,KSA,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",22 MAY 2024,1100,10000m
1478,28:20.61,Chikara YAMANO,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1100,10000m
1479,28:20.63,Emmanuel MUTABAZI,RWA,"Moselstadion, Trier (GER)",06 SEP 2024,1100,10000m
1480,28:20.72,Martin KIPROTICH,UGA,"Stade de France, Paris (FRA)",02 AUG 2024,1100,10000m
1481,28:20.76,Chimdessa DEBELE,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1100,10000m
1482,28:21.03,Miguel BAIDAL,ESP,"Estadi Municipal La Bòbila, Gavá (ESP)",02 MAR 2024,1100,10000m
1483,57:30,Yomif KEJELCHA,ETH,Valencia (ESP),27 OCT 2024,1289,Half
1484,58:05,Sabastian Kimaru SAWE,KEN,Copenhagen (DEN),15 SEP 2024,1265,Half
1485,58:09,Jacob KIPLIMO,UGA,Copenhagen (DEN),15 SEP 2024,1262,Half
1486,58:10,Isaia Kipkoech LASOI,KEN,Copenhagen (DEN),15 SEP 2024,1261,Half
1487,58:17,Daniel MATEIKO,KEN,Valencia (ESP),27 OCT 2024,1256,Half
1488,58:39,Gemechu DIDA,ETH,Valencia (ESP),27 OCT 2024,1241,Half
1489,58:41,Vincent Kibet LANGAT,KEN,Valencia (ESP),27 OCT 2024,1240,Half
1490,58:47,Amos KURGAT,KEN,Copenhagen (DEN),15 SEP 2024,1236,Half
1491,58:50,John KORIR,KEN,Ras Al Khaimah (UAE),24 FEB 2024,1234,Half
1492,58:57,Selemon BAREGA,ETH,Valencia (ESP),27 OCT 2024,1229,Half
1493,59:21,Bravin KIPROP,KEN,Sevilla (ESP),28 JAN 2024,1213,Half
1494,59:22,Kibiwott KANDIE,KEN,Barcelona (ESP),11 FEB 2024,1212,Half
1495,59:23,Andreas ALMGREN,SWE,Barcelona (ESP),11 FEB 2024,1211,Half
1496,59:26,Brian KWEMOI,KEN,Napoli (ITA),25 FEB 2024,1209,Half
1497,59:28,Roncer Kipkorir KONGA,KEN,Barcelona (ESP),11 FEB 2024,1208,Half
1498,59:30,Dinkalem AYELE,ETH,Barcelona (ESP),11 FEB 2024,1206,Half
1499,59:30,Daniel Simiu EBENYO,KEN,Berlin (GER),07 APR 2024,1206,Half
1500,59:32,Richard ETIR,KEN,Marugame (JPN),04 FEB 2024,1205,Half
1501,59:32,Edward CHESEREK,KEN,Copenhagen (DEN),15 SEP 2024,1205,Half
1502,59:37,Alexander MUNYAO,KEN,Marugame (JPN),04 FEB 2024,1202,Half
1503,59:37,Hillary KIPKOECH,KEN,Barcelona (ESP),11 FEB 2024,1202,Half
1504,59:37,Alex Nzioka MATATA,KEN,Padova (ITA),21 APR 2024,1202,Half
1505,59:38,Gerba DIBABA,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1201,Half
1506,59:41,Birhanu BALEW,BRN,Valencia (ESP),27 OCT 2024,1199,Half
1507,59:42,Benard KIBET,KEN,Ras Al Khaimah (UAE),24 FEB 2024,1198,Half
1508,59:42,Thierry NDIKUMWENAYO,ESP,Valencia (ESP),27 OCT 2024,1198,Half
1509,59:43,Emmanuel Moi MARU,KEN,Barcelona (ESP),11 FEB 2024,1198,Half
1510,59:43,Birhanu LEGESE,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1198,Half
1511,59:45,Antony KIMTAI,KEN,Napoli (ITA),25 FEB 2024,1196,Half
1512,59:46,Tamirat TOLA,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1196,Half
1513,59:46,Joshua CHEPTEGEI,UGA,New Delhi (IND),20 OCT 2024,1196,Half
1514,59:46,Etienne DAGUINOS,FRA,Valencia (ESP),27 OCT 2024,1196,Half
1515,59:47,Benard BIWOTT,KEN,Napoli (ITA),25 FEB 2024,1195,Half
1516,59:47,Hicham AMGHAR,MAR,Istanbul (TUR),28 APR 2024,1195,Half
1517,59:47,Kennedy KIMUTAI,KEN,Copenhagen (DEN),15 SEP 2024,1195,Half
1518,59:48,Vincent KIGEN,KEN,Sevilla (ESP),28 JAN 2024,1194,Half
1519,59:59,Andamlak BELIHU,ETH,Santa Pola (ESP),21 JAN 2024,1187,Half
1520,59:59,Nicholas KIPKORIR,KEN,New Delhi (IND),20 OCT 2024,1187,Half
1521,1:00:00,Edward Konana KOONYO,KEN,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1186,Half
1522,1:00:00,Evans KIPKORIR,KEN,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1186,Half
1523,1:00:01,Emile CAIRESS,GBR,Napoli (ITA),25 FEB 2024,1186,Half
1524,1:00:01,Geoffrey TOROITICH,KEN,Praha (CZE),06 APR 2024,1186,Half
1525,1:00:02,Patrick MOSIN,KEN,Cardiff (GBR),06 OCT 2024,1185,Half
1526,1:00:03,Bute GEMECHU,ETH,Istanbul (TUR),28 APR 2024,1184,Half
1527,1:00:10,Boki DIRIBA,ETH,Ras Al Khaimah (UAE),24 FEB 2024,1180,Half
1528,1:00:11,Amos BETT,KEN,Marugame (JPN),04 FEB 2024,1179,Half
1529,1:00:11,Sondre Nordstad MOEN,NOR,Marugame (JPN),04 FEB 2024,1179,Half
1530,1:00:13,Abduljelil ABDULWOKIL,ETH,Yangzhou (CHN),31 MAR 2024,1178,Half
1531,1:00:13,Vincent MUTAI,KEN,Cardiff (GBR),06 OCT 2024,1178,Half
1532,1:00:14,Mathew Kipkorir KIMELI,KEN,Barcelona (ESP),11 FEB 2024,1177,Half
1533,1:00:15,Hosea KIPLANGAT,UGA,Trento (ITA),06 OCT 2024,1176,Half
1534,1:00:17,Tebello RAMAKONGOANA,LES,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1175,Half
1535,1:00:18,Cosmas Mwangi BOI,KEN,Cardiff (GBR),06 OCT 2024,1174,Half
1536,1:00:18,Bastien AUGUSTO,FRA,Valencia (ESP),27 OCT 2024,1174,Half
1537,1:00:19,Solomon KIPCHOGE,KEN,Istanbul (TUR),28 APR 2024,1174,Half
1538,1:00:21,Abdi NAGEEYE,NED,Den Haag (NED),10 MAR 2024,1172,Half
1539,1:00:21,Benard Kibet MURKOMEN,KEN,Yangzhou (CHN),31 MAR 2024,1172,Half
1540,1:00:21,Samwel Nyamai MAILU,KEN,Riga (LAT),19 MAY 2024,1172,Half
1541,1:00:23,Chimdessa DEBELE,ETH,Barcelona (ESP),11 FEB 2024,1171,Half
1542,1:00:23,Collins Kipkirui KIPKORIR,KEN,Tallinn (EST),07 SEP 2024,1171,Half
1543,1:00:25,Abel KIPCHUMBA,KEN,"New York, NY (USA)",17 MAR 2024,1170,Half
1544,1:00:26,Gilbert KIBET,KEN,Porto (POR),15 SEP 2024,1169,Half
1545,1:00:27,Adisu NEGASH,ETH,"Sale, Rabat (MAR)",21 APR 2024,1168,Half
1546,1:00:27,Mathew SAMPERU,KEN,Istanbul (TUR),28 APR 2024,1168,Half
1547,1:00:27,Timothy Kibet KOSGEI,KEN,Cardiff (GBR),06 OCT 2024,1168,Half
